               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  63,            0.040852,            0.025099,            0.010959,             0.45439,             0.60008,             0.51894,             0.30167,            0.035062,            0.015017,           0.0080906,           0.0088461,           0.0088461,           0.0088461
                  64,             0.04086,            0.025045,            0.010988,              0.4711,             0.58367,              0.5193,             0.30219,            0.035057,            0.015019,            0.008082,           0.0088106,           0.0088106,           0.0088106
                  65,            0.040938,            0.025039,            0.010854,             0.47319,             0.58238,             0.51979,             0.30247,            0.035043,            0.015017,           0.0080774,           0.0087746,           0.0087746,           0.0087746
                  66,            0.040897,            0.025105,            0.010797,             0.47565,             0.58036,             0.51997,             0.30258,             0.03504,             0.01502,            0.008077,           0.0087382,           0.0087382,           0.0087382
                  67,            0.040932,            0.025064,            0.010874,             0.47844,             0.57889,             0.52019,             0.30282,            0.035017,            0.015014,           0.0080676,           0.0087013,           0.0087013,           0.0087013
                  68,             0.04082,            0.025004,            0.010812,             0.48075,             0.57714,              0.5205,             0.30305,            0.035007,            0.015014,           0.0080619,            0.008664,            0.008664,            0.008664
                  69,            0.040769,            0.024949,            0.011023,             0.47808,             0.58037,             0.52054,             0.30317,            0.034986,            0.015015,           0.0080601,           0.0086263,           0.0086263,           0.0086263
                  70,            0.040645,            0.024926,            0.010785,             0.47241,             0.58558,             0.52075,             0.30361,            0.034969,            0.015012,           0.0080624,           0.0085882,           0.0085882,           0.0085882
                  71,            0.040833,            0.025026,            0.010933,             0.47236,             0.58473,             0.52113,             0.30377,            0.034953,            0.015007,           0.0080679,           0.0085497,           0.0085497,           0.0085497
                  72,            0.040778,            0.025049,             0.01077,             0.45507,             0.60274,             0.52165,              0.3042,            0.034938,            0.014998,           0.0080628,           0.0085108,           0.0085108,           0.0085108
                  73,            0.040693,            0.024995,             0.01072,              0.4594,             0.59956,             0.52198,             0.30429,            0.034923,            0.014991,            0.008054,           0.0084714,           0.0084714,           0.0084714
                  74,            0.040556,            0.024865,            0.010758,             0.46424,             0.59399,             0.52232,             0.30432,            0.034921,            0.014994,           0.0080524,           0.0084317,           0.0084317,           0.0084317
                  75,            0.040811,             0.02517,            0.010692,             0.46095,             0.59881,             0.52257,             0.30439,            0.034911,            0.014988,           0.0080463,           0.0083916,           0.0083916,           0.0083916
                  76,              0.0407,             0.02508,            0.010733,              0.4615,             0.59827,             0.52267,             0.30456,            0.034901,            0.014989,           0.0080423,           0.0083511,           0.0083511,           0.0083511
                  77,            0.040702,             0.02503,            0.010728,              0.4613,             0.59852,             0.52309,             0.30511,            0.034889,            0.014992,           0.0080311,           0.0083103,           0.0083103,           0.0083103
                  78,            0.040401,            0.024899,            0.010653,               0.465,              0.5948,              0.5234,              0.3053,            0.034879,            0.014996,           0.0080205,           0.0082691,           0.0082691,           0.0082691
                  79,            0.040623,            0.025073,            0.010677,             0.47136,             0.58842,              0.5237,             0.30525,            0.034879,            0.015003,           0.0080094,           0.0082275,           0.0082275,           0.0082275
                  80,            0.040657,            0.024978,            0.010621,             0.46646,             0.59241,             0.52375,             0.30548,            0.034886,            0.015005,           0.0079985,           0.0081856,           0.0081856,           0.0081856
                  81,            0.040523,            0.025037,            0.010726,             0.47251,             0.58686,             0.52398,             0.30559,            0.034886,             0.01501,           0.0079839,           0.0081433,           0.0081433,           0.0081433
                  82,            0.040484,             0.02485,            0.010719,             0.45239,             0.60976,             0.52424,             0.30567,            0.034878,            0.015008,           0.0079787,           0.0081007,           0.0081007,           0.0081007
                  83,              0.0404,            0.024812,            0.010663,              0.4732,             0.58675,             0.52463,             0.30582,            0.034874,               0.015,           0.0079678,           0.0080578,           0.0080578,           0.0080578
                  84,            0.040462,            0.024847,            0.010517,             0.47098,             0.58945,             0.52468,             0.30608,             0.03486,            0.014997,           0.0079579,           0.0080145,           0.0080145,           0.0080145
                  85,            0.040582,            0.025064,             0.01054,             0.45468,             0.60777,             0.52546,             0.30654,            0.034844,            0.014987,           0.0079496,           0.0079709,           0.0079709,           0.0079709
                  86,            0.040502,            0.024984,            0.010606,             0.48031,             0.58069,              0.5258,             0.30668,            0.034848,            0.014989,           0.0079432,            0.007927,            0.007927,            0.007927
                  87,            0.040374,            0.025032,            0.010504,             0.48058,             0.58042,              0.5258,             0.30689,            0.034838,            0.014983,           0.0079361,           0.0078828,           0.0078828,           0.0078828
                  88,             0.04046,            0.024989,            0.010421,             0.45531,             0.60744,             0.52588,             0.30699,            0.034828,            0.014979,           0.0079288,           0.0078383,           0.0078383,           0.0078383
                  89,            0.040488,             0.02494,            0.010508,             0.45917,             0.60313,             0.52643,             0.30718,            0.034823,            0.014974,           0.0079286,           0.0077935,           0.0077935,           0.0077935
                  90,            0.040319,            0.024963,            0.010486,             0.46401,             0.59872,             0.52687,             0.30751,             0.03481,            0.014967,           0.0079204,           0.0077485,           0.0077485,           0.0077485
                  91,            0.040271,            0.024937,            0.010397,             0.47309,              0.5896,             0.52718,             0.30787,            0.034798,            0.014956,           0.0079154,           0.0077031,           0.0077031,           0.0077031
                  92,            0.040425,            0.024867,            0.010487,              0.4913,             0.57239,             0.52741,             0.30816,            0.034782,            0.014945,           0.0079027,           0.0076575,           0.0076575,           0.0076575
                  93,            0.040397,            0.024871,            0.010442,             0.49163,              0.5731,             0.52783,             0.30835,            0.034783,            0.014942,           0.0078937,           0.0076116,           0.0076116,           0.0076116
                  94,            0.040224,            0.024854,            0.010475,             0.49015,             0.57557,             0.52825,             0.30877,            0.034775,            0.014934,           0.0078808,           0.0075655,           0.0075655,           0.0075655
                  95,            0.040289,            0.024788,            0.010465,             0.46569,             0.60115,             0.52887,             0.30886,            0.034774,            0.014932,           0.0078738,           0.0075191,           0.0075191,           0.0075191
                  96,            0.040388,            0.024973,            0.010323,             0.46525,             0.60141,             0.52937,             0.30909,             0.03476,            0.014926,           0.0078652,           0.0074725,           0.0074725,           0.0074725
                  97,            0.040287,             0.02485,             0.01042,             0.47379,             0.59265,             0.52945,             0.30909,            0.034757,            0.014936,           0.0078585,           0.0074256,           0.0074256,           0.0074256
                  98,            0.040274,            0.024882,            0.010415,             0.46995,             0.59654,             0.52959,             0.30896,            0.034764,            0.014941,           0.0078554,           0.0073786,           0.0073786,           0.0073786
                  99,            0.040251,            0.024721,            0.010441,             0.48277,             0.58408,             0.52954,             0.30894,            0.034768,            0.014945,           0.0078494,           0.0073313,           0.0073313,           0.0073313
                 100,            0.040158,            0.024775,            0.010374,             0.47184,             0.59515,             0.52988,             0.30931,            0.034771,            0.014939,             0.00785,           0.0072838,           0.0072838,           0.0072838
                 101,            0.040092,            0.024817,            0.010224,             0.47403,             0.59296,             0.52989,             0.30936,            0.034779,            0.014943,           0.0078498,           0.0072361,           0.0072361,           0.0072361
                 102,            0.040285,            0.024929,            0.010328,             0.46752,             0.60069,             0.52998,             0.30946,            0.034771,            0.014945,           0.0078467,           0.0071882,           0.0071882,           0.0071882
                 103,              0.0401,            0.024883,            0.010345,             0.47524,             0.59273,             0.53039,             0.30943,            0.034764,            0.014944,           0.0078443,           0.0071401,           0.0071401,           0.0071401
                 104,            0.040162,            0.024691,            0.010238,             0.47379,             0.59217,             0.53036,             0.30962,            0.034764,            0.014939,            0.007841,           0.0070918,           0.0070918,           0.0070918
                 105,            0.040035,            0.024825,            0.010377,             0.49599,             0.57154,             0.53069,             0.30976,            0.034767,            0.014941,            0.007837,           0.0070434,           0.0070434,           0.0070434
