               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 126,            0.038803,            0.046533,           0.0084857,             0.44004,             0.51218,             0.45479,              0.2727,            0.034347,            0.033462,           0.0079175,           0.0070353,           0.0070353,           0.0070353
                 127,            0.038957,            0.046578,           0.0082693,             0.43962,             0.51289,              0.4548,             0.27285,             0.03434,            0.033462,           0.0079159,           0.0069948,           0.0069948,           0.0069948
                 128,            0.038906,            0.046686,           0.0082083,             0.43628,              0.5161,             0.45494,             0.27289,            0.034335,            0.033457,           0.0079142,           0.0069541,           0.0069541,           0.0069541
                 129,            0.039039,            0.046671,           0.0083143,             0.43202,             0.52064,             0.45517,             0.27307,            0.034325,            0.033462,           0.0079083,           0.0069134,           0.0069134,           0.0069134
                 130,            0.038771,            0.046268,           0.0082759,             0.42994,             0.52237,             0.45518,             0.27315,            0.034315,            0.033467,           0.0079029,           0.0068726,           0.0068726,           0.0068726
                 131,            0.038823,            0.046662,           0.0082627,             0.43078,             0.52119,             0.45533,             0.27341,            0.034305,            0.033467,           0.0078959,           0.0068316,           0.0068316,           0.0068316
                 132,            0.038832,            0.046843,           0.0082826,             0.42633,             0.52585,              0.4555,              0.2736,              0.0343,            0.033474,           0.0078877,           0.0067906,           0.0067906,           0.0067906
                 133,            0.038702,            0.046757,           0.0081598,             0.42373,             0.52989,             0.45554,             0.27361,            0.034289,            0.033484,           0.0078819,           0.0067495,           0.0067495,           0.0067495
                 134,            0.038766,            0.046593,           0.0082498,             0.42104,             0.53296,             0.45565,             0.27373,            0.034283,            0.033478,           0.0078763,           0.0067083,           0.0067083,           0.0067083
                 135,             0.03862,            0.046365,           0.0082428,             0.43283,             0.52048,             0.45584,              0.2736,            0.034276,            0.033484,           0.0078645,           0.0066671,           0.0066671,           0.0066671
                 136,             0.03881,            0.046761,           0.0081898,             0.43059,              0.5225,             0.45596,              0.2736,            0.034272,             0.03349,           0.0078631,           0.0066257,           0.0066257,           0.0066257
                 137,            0.038715,            0.046041,            0.008071,             0.43178,             0.52209,             0.45622,             0.27374,            0.034263,            0.033481,           0.0078623,           0.0065843,           0.0065843,           0.0065843
                 138,            0.038626,            0.046155,           0.0082178,             0.42642,             0.52697,             0.45618,             0.27398,            0.034258,             0.03348,           0.0078584,           0.0065429,           0.0065429,           0.0065429
